BFS,Gemeinde,Wappen,Anbieter 1,Anbieter 2,total,netznutzung,energie,abgaben_gemeinwesen,foerderabgabgen,total2,netznutzung2,energie2,abgaben_gemeinwesen2,foerderabgabgen2,angezeigter_wert
4282,Rothrist,http://i.imgur.com/9SjdW5A.png,EW Rothrist AG,,24.38,13.545268,7.731994,0.8,2.3,,,,,,24.38
4283,Safenwil,http://i.imgur.com/f0W1g7a.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4284,Staffelbach,http://i.imgur.com/3J4WNhu.png,Eniwa AG,,26.28,14.543928,8.587143,0.85,2.3,,,,,,26.28
4285,Strengelbach,http://i.imgur.com/zvfHrHe.png,StWZ Energie AG,,24.15,13.437604,7.6075597,0.8,2.3,,,,,,24.15
4286,Uerkheim,http://i.imgur.com/Bkm3C1T.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4287,Vordemwald,http://i.imgur.com/vl3uVMt.png,Elektrizitätsversorgung Vordemwald,EW Rothrist AG,,,,,,24.38,13.545268,7.731994,0.8,2.3,24.38
4288,Wiliberg,http://i.imgur.com/5dd7Hhd.png,Eniwa AG,,26.28,14.543928,8.587143,0.85,2.3,,,,,,26.28
4289,Zofingen,http://i.imgur.com/Qf7Qf0z.png,StWZ Energie AG,,24.15,13.437604,7.6075597,0.8,2.3,,,,,,24.15
4301,Baldingen,http://i.imgur.com/BEwN8fD.png,Elektra - Genossenschaft Baldingen,,22.79,12.748765,7.7377234,,2.3,,,,,,22.79
4302,Böbikon,http://i.imgur.com/XdM34RQ.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4303,Böttstein,http://i.imgur.com/qhbXZHO.png,AEW Energie AG,Elektra Böttstein,25.12,14.159628,7.815588,0.84,2.3,29.01,18.672798,7.894643,0.15,2.3,27.065
4304,Döttingen,http://i.imgur.com/vlYGFfx.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4305,Endingen,http://i.imgur.com/n2YkuRe.png,AEW Energie AG,Elektrizitätsgenossenschaft Unterendingen,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4306,Fisibach,http://i.imgur.com/yTT7fDF.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4307,Full-Reuenthal,http://i.imgur.com/K5WG8LN.png,AEW Energie AG,Elektra Mettauertal und Umgebung,25.12,14.159628,7.815588,0.84,2.3,28.27,18.36,7.4,0.21,2.3,26.695
4308,Kaiserstuhl,http://i.imgur.com/M6tzgTf.png,Elektra Genossenschaft Kaiserstuhl,,24.31,14.516175,6.4852676,1.0,2.3,,,,,,24.31
4309,Klingnau,http://i.imgur.com/VoJQHvN.png,AEW Energie AG,Elektrizitäts - Versorgung Klingnau,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4310,Koblenz,http://i.imgur.com/NUihGv5.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4311,Leibstadt,http://i.imgur.com/nDEg55x.png,Elektra Leibstadt,,22.56,13.087083,7.016406,0.15,2.3,,,,,,22.56
4312,Lengnau,http://i.imgur.com/jtVn2cE.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4313,Leuggern,http://i.imgur.com/jwxM3DD.png,AEW Energie AG,Elektra Mettauertal und Umgebung,25.12,14.159628,7.815588,0.84,2.3,28.27,18.36,7.4,0.21,2.3,26.695
4314,Mellikon,http://i.imgur.com/nxzSlN6.png,Elektragenossenschaft Mellikon,,24.76,15.174807,7.285268,,2.3,,,,,,24.76
4315,Rekingen,http://i.imgur.com/L3LxyZ0.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4316,Rietheim,http://i.imgur.com/GdFbyfK.png,Elektra Rietheim,,22.82,13.27872,6.453631,0.79,2.3,,,,,,22.82
4317,Rümikon,http://i.imgur.com/yB4U0hv.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4318,Schneisingen,http://i.imgur.com/VRUk88K.png,AEW Energie AG,Elektra Genossenschaft Schneisingen,25.12,14.159628,7.815588,0.84,2.3,26.12,15.864166,7.6,0.36,2.3,25.62
4319,Siglistorf,http://i.imgur.com/npW0y0w.png,Elektra-Genossenschaft Siglistorf,Elektrizitätsgenossenschaft Siglistorf-Wislikofen-Mellstorf,,,,,,27.1,17.66,6.7360864,0.4,2.3,27.1
4320,Tegerfelden,http://i.imgur.com/EVYOopQ.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4322,Wislikofen,http://i.imgur.com/aTJL5Ed.png,Elektrizitätsgenossenschaft Siglistorf-Wislikofen-Mellstorf,,27.1,17.66,6.7360864,0.4,2.3,,,,,,27.1
4323,Bad Zurzach,http://i.imgur.com/mjSPuPu.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
